scenario,sensor,impact
CI1121X,CI3449X,25200.0
CI1121X,CI3459X,90000.0
CI1121X,CI3462X,90000.0
CI1121X,CI3464X,90000.0
CI1121X,CI3465X,90000.0
CI1121X,CI3498X,90000.0
CI1121X,CI3499X,90000.0
CI1121X,CI3509X,90000.0
CI1121X,CI3512X,90000.0
CI1121X,CI3526X,90000.0
CI1121X,CI3540X,90000.0
CI1121X,CI3557X,90000.0
CI1121X,CI3560X,90000.0
CI1121X,CI3569X,90000.0
CI1121X,CI3581X,90000.0
CI1121X,CI501X,90000.0
CI1121X,CI69X,90000.0
CI1121X,CI765X,90000.0
CI1121X,FT150X,90000.0
CI1121X,PJ3531X,90000.0
CI1121X,PJ564X,90000.0
CI1130X,1,7200.0
CI1130X,CI1004X,90000.0
CI1130X,CI100X,3600.0
CI1130X,CI1074X,90000.0
CI1130X,CI1226X,90000.0
CI1130X,CI1277X,90000.0
CI1130X,CI1305X,90000.0
CI1130X,CI1360X,90000.0
CI1130X,CI1385X,90000.0
CI1130X,CI1479X,90000.0
CI1130X,CI1508X,90000.0
CI1130X,CI150X,90000.0
CI1130X,CI15X,90000.0
CI1130X,CI1638X,90000.0
CI1130X,CI170X,90000.0
CI1130X,CI1786X,90000.0
CI1130X,CI193X,90000.0
CI1130X,CI1X,3600.0
CI1130X,CI2,90000.0
CI1130X,CI2056X,90000.0
CI1130X,CI206X,90000.0
CI1130X,CI2124X,90000.0
CI1130X,CI2150X,90000.0
CI1130X,CI226X,90000.0
CI1130X,CI2274X,90000.0
CI1130X,CI227X,90000.0
CI1130X,CI2313X,90000.0
CI1130X,CI248X,90000.0
CI1130X,CI266X,90000.0
CI1130X,CI2879X,90000.0
CI1130X,CI2920X,90000.0
CI1130X,CI2994X,90000.0
CI1130X,CI3067X,90000.0
CI1130X,CI3105X,90000.0
CI1130X,CI3126X,90000.0
CI1130X,CI3171X,90000.0
CI1130X,CI3238X,90000.0
CI1130X,CI3330X,90000.0
CI1130X,CI333X,7200.0
CI1130X,CI3367X,90000.0
CI1130X,CI3386X,90000.0
CI1130X,CI3406X,90000.0
CI1130X,CI3449X,21600.0
CI1130X,CI3459X,90000.0
CI1130X,CI3462X,90000.0
CI1130X,CI3464X,90000.0
CI1130X,CI3465X,90000.0
CI1130X,CI3498X,90000.0
CI1130X,CI3499X,90000.0
CI1130X,CI3509X,90000.0
CI1130X,CI3512X,90000.0
CI1130X,CI3526X,90000.0
CI1130X,CI3540X,90000.0
CI1130X,CI3557X,90000.0
CI1130X,CI3560X,90000.0
CI1130X,CI3569X,90000.0
CI1130X,CI3581X,90000.0
CI1130X,CI501X,90000.0
CI1130X,CI69X,90000.0
CI1130X,CI765X,90000.0
CI1130X,FT150X,90000.0
CI1130X,PJ3531X,90000.0
CI1130X,PJ564X,90000.0
CI1134X,1,7200.0
CI1134X,CI1004X,90000.0
CI1134X,CI100X,3600.0
CI1134X,CI1074X,90000.0
CI1134X,CI1226X,90000.0
CI1134X,CI1277X,90000.0
CI1134X,CI1305X,90000.0
CI1134X,CI1360X,90000.0
CI1134X,CI1385X,90000.0
CI1134X,CI1479X,90000.0
CI1134X,CI1508X,90000.0
CI1134X,CI150X,90000.0
CI1134X,CI15X,90000.0
CI1134X,CI1638X,90000.0
CI1134X,CI170X,90000.0
CI1134X,CI1786X,90000.0
CI1134X,CI193X,90000.0
CI1134X,CI1X,3600.0
CI1134X,CI2,90000.0
CI1134X,CI2056X,90000.0
CI1134X,CI206X,90000.0
CI1134X,CI2124X,90000.0
CI1134X,CI2150X,90000.0
CI1134X,CI226X,90000.0
CI1134X,CI2274X,90000.0
CI1134X,CI227X,90000.0
CI1134X,CI2313X,90000.0
CI1134X,CI248X,90000.0
CI1134X,CI266X,90000.0
CI1134X,CI2879X,90000.0
CI1134X,CI2920X,90000.0
CI1134X,CI2994X,90000.0
CI1134X,CI3067X,90000.0
CI1134X,CI3105X,90000.0
CI1134X,CI3126X,90000.0
CI1134X,CI3171X,90000.0
CI1134X,CI3238X,90000.0
CI1134X,CI3330X,90000.0
CI1134X,CI333X,7200.0
CI1134X,CI3367X,90000.0
CI1134X,CI3386X,90000.0
CI1134X,CI3406X,90000.0
CI1134X,CI3449X,25200.0
CI1134X,CI3459X,90000.0
CI1134X,CI3462X,90000.0
CI1134X,CI3464X,90000.0
CI1134X,CI3465X,90000.0
CI1134X,CI3498X,90000.0
CI1134X,CI3499X,90000.0
CI1134X,CI3509X,90000.0
CI1134X,CI3512X,90000.0
CI1134X,CI3526X,90000.0
CI1134X,CI3540X,90000.0
CI1134X,CI3557X,90000.0
CI1134X,CI3560X,90000.0
CI1134X,CI3569X,90000.0
CI1134X,CI3581X,90000.0
CI1134X,CI501X,90000.0
CI1134X,CI69X,90000.0
CI1134X,CI765X,90000.0
CI1134X,FT150X,90000.0
CI1134X,PJ3531X,90000.0
CI1134X,PJ564X,90000.0
CI1135X,1,7200.0
CI1135X,CI1004X,90000.0
CI1135X,CI100X,3600.0
CI1135X,CI1074X,90000.0
CI1135X,CI1226X,90000.0
CI1135X,CI1277X,90000.0
CI1135X,CI1305X,90000.0
CI1135X,CI1360X,90000.0
CI1135X,CI1385X,90000.0
CI1135X,CI1479X,90000.0
CI1135X,CI1508X,90000.0
CI1135X,CI150X,90000.0
CI1135X,CI15X,90000.0
CI1135X,CI1638X,90000.0
CI1135X,CI170X,90000.0
CI1135X,CI1786X,90000.0
CI1135X,CI193X,90000.0
CI1135X,CI1X,7200.0
CI1135X,CI2,90000.0
CI1135X,CI2056X,90000.0
CI1135X,CI206X,90000.0
CI1135X,CI2124X,90000.0
CI1135X,CI2150X,90000.0
CI1135X,CI226X,90000.0
CI1135X,CI2274X,90000.0
CI1135X,CI227X,90000.0
CI1135X,CI2313X,90000.0
CI1135X,CI248X,90000.0
CI1135X,CI266X,90000.0
CI1135X,CI2879X,90000.0
CI1135X,CI2920X,90000.0
CI1135X,CI2994X,90000.0
CI1135X,CI3067X,90000.0
CI1135X,CI3105X,90000.0
CI1135X,CI3126X,90000.0
CI1135X,CI3171X,90000.0
CI1135X,CI3238X,90000.0
CI1135X,CI3330X,90000.0
CI1135X,CI333X,7200.0
CI1135X,CI3367X,90000.0
CI1135X,CI3386X,90000.0
CI1135X,CI3406X,90000.0
CI1135X,CI3449X,25200.0
CI1135X,CI3459X,90000.0
CI1135X,CI3462X,90000.0
CI1135X,CI3464X,90000.0
CI1135X,CI3465X,90000.0
CI1135X,CI3498X,90000.0
CI1135X,CI3499X,90000.0
CI1135X,CI3509X,90000.0
CI1135X,CI3512X,90000.0
CI1135X,CI3526X,90000.0
CI1135X,CI3540X,90000.0
CI1135X,CI3557X,90000.0
CI1135X,CI3560X,90000.0
CI1135X,CI3569X,90000.0
CI1135X,CI3581X,90000.0
CI1135X,CI501X,90000.0
CI1135X,CI69X,90000.0
CI1135X,CI765X,90000.0
CI1135X,FT150X,90000.0
CI1135X,PJ3531X,90000.0
CI1135X,PJ564X,90000.0
CI1159X,1,7200.0
CI1159X,CI1004X,90000.0
CI1159X,CI100X,3600.0
CI1159X,CI1074X,90000.0
CI1159X,CI1226X,90000.0
CI1159X,CI1277X,90000.0
CI1159X,CI1305X,90000.0
CI1159X,CI1360X,90000.0
CI1159X,CI1385X,90000.0
CI1159X,CI1479X,90000.0
CI1159X,CI1508X,90000.0
CI1159X,CI150X,90000.0
CI1159X,CI15X,90000.0
CI1159X,CI1638X,90000.0
CI1159X,CI170X,90000.0
CI1159X,CI1786X,90000.0
CI1159X,CI193X,90000.0
CI1159X,CI1X,3600.0
CI1159X,CI2,90000.0
CI1159X,CI2056X,90000.0
CI1159X,CI206X,90000.0
CI1159X,CI2124X,90000.0
CI1159X,CI2150X,90000.0
CI1159X,CI226X,90000.0
CI1159X,CI2274X,90000.0
CI1159X,CI227X,90000.0
CI1159X,CI2313X,90000.0
CI1159X,CI248X,90000.0
CI1159X,CI266X,90000.0
CI1159X,CI2879X,90000.0
CI1159X,CI2920X,90000.0
CI1159X,CI2994X,90000.0
CI1159X,CI3067X,90000.0
CI1159X,CI3105X,90000.0
CI1159X,CI3126X,90000.0
CI1159X,CI3171X,90000.0
CI1159X,CI3238X,90000.0
CI1159X,CI3330X,90000.0
CI1159X,CI333X,7200.0
CI1159X,CI3367X,90000.0
CI1159X,CI3386X,90000.0
CI1159X,CI3406X,90000.0
CI1159X,CI3449X,21600.0
CI1159X,CI3459X,90000.0
CI1159X,CI3462X,90000.0
CI1159X,CI3464X,90000.0
CI1159X,CI3465X,90000.0
CI1159X,CI3498X,90000.0
CI1159X,CI3499X,90000.0
CI1159X,CI3509X,90000.0
CI1159X,CI3512X,90000.0
CI1159X,CI3526X,90000.0
CI1159X,CI3540X,90000.0
CI1159X,CI3557X,90000.0
CI1159X,CI3560X,90000.0
CI1159X,CI3569X,90000.0
CI1159X,CI3581X,90000.0
CI1159X,CI501X,90000.0
CI1159X,CI69X,90000.0
CI1159X,CI765X,90000.0
CI1159X,FT150X,90000.0
CI1159X,PJ3531X,90000.0
CI1159X,PJ564X,90000.0
CI1175X,1,7200.0
CI1175X,CI1004X,90000.0
CI1175X,CI100X,3600.0
CI1175X,CI1074X,90000.0
CI1175X,CI1226X,90000.0
CI1175X,CI1277X,90000.0
CI1175X,CI1305X,90000.0
CI1175X,CI1360X,90000.0
CI1175X,CI1385X,90000.0
CI1175X,CI1479X,90000.0
CI1175X,CI1508X,90000.0
CI1175X,CI150X,90000.0
CI1175X,CI15X,90000.0
CI1175X,CI1638X,90000.0
CI1175X,CI170X,90000.0
CI1175X,CI1786X,90000.0
CI1175X,CI193X,90000.0
CI1175X,CI1X,7200.0
CI1175X,CI2,90000.0
CI1175X,CI2056X,90000.0
CI1175X,CI206X,90000.0
CI1175X,CI2124X,90000.0
CI1175X,CI2150X,90000.0
CI1175X,CI226X,90000.0
CI1175X,CI2274X,90000.0
CI1175X,CI227X,90000.0
CI1175X,CI2313X,90000.0
CI1175X,CI248X,90000.0
CI1175X,CI266X,90000.0
CI1175X,CI2879X,90000.0
CI1175X,CI2920X,90000.0
CI1175X,CI2994X,90000.0
CI1175X,CI3067X,90000.0
CI1175X,CI3105X,90000.0
CI1175X,CI3126X,90000.0
CI1175X,CI3171X,90000.0
CI1175X,CI3238X,90000.0
CI1175X,CI3330X,90000.0
CI1175X,CI333X,7200.0
CI1175X,CI3367X,90000.0
CI1175X,CI3386X,90000.0
CI1175X,CI3406X,90000.0
CI1175X,CI3449X,25200.0
CI1175X,CI3459X,90000.0
CI1175X,CI3462X,90000.0
CI1175X,CI3464X,90000.0
CI1175X,CI3465X,90000.0
CI1175X,CI3498X,90000.0
CI1175X,CI3499X,90000.0
CI1175X,CI3509X,90000.0
CI1175X,CI3512X,90000.0
CI1175X,CI3526X,90000.0
CI1175X,CI3540X,90000.0
CI1175X,CI3557X,90000.0
CI1175X,CI3560X,90000.0
CI1175X,CI3569X,90000.0
CI1175X,CI3581X,90000.0
CI1175X,CI501X,90000.0
CI1175X,CI69X,90000.0
CI1175X,CI765X,90000.0
CI1175X,FT150X,90000.0
CI1175X,PJ3531X,90000.0
CI1175X,PJ564X,90000.0
CI1184X,1,7200.0
CI1184X,CI1004X,90000.0
CI1184X,CI100X,3600.0
CI1184X,CI1074X,90000.0
CI1184X,CI1226X,90000.0
CI1184X,CI1277X,90000.0
CI1184X,CI1305X,90000.0
CI1184X,CI1360X,90000.0
CI1184X,CI1385X,90000.0
CI1184X,CI1479X,90000.0
CI1184X,CI1508X,90000.0
CI1184X,CI150X,90000.0
CI1184X,CI15X,90000.0
CI1184X,CI1638X,90000.0
CI1184X,CI170X,90000.0
CI1184X,CI1786X,90000.0
CI1184X,CI193X,90000.0
CI1184X,CI1X,7200.0
CI1184X,CI2,90000.0
CI1184X,CI2056X,90000.0
CI1184X,CI206X,90000.0
CI1184X,CI2124X,90000.0
CI1184X,CI2150X,90000.0
CI1184X,CI226X,90000.0
CI1184X,CI2274X,90000.0
CI1184X,CI227X,90000.0
CI1184X,CI2313X,90000.0
CI1184X,CI248X,90000.0
CI1184X,CI266X,90000.0
CI1184X,CI2879X,90000.0
CI1184X,CI2920X,90000.0
CI1184X,CI2994X,90000.0
CI1184X,CI3067X,90000.0
CI1184X,CI3105X,90000.0
CI1184X,CI3126X,90000.0
CI1184X,CI3171X,90000.0
CI1184X,CI3238X,90000.0
CI1184X,CI3330X,90000.0
CI1184X,CI333X,7200.0
CI1184X,CI3367X,90000.0
CI1184X,CI3386X,90000.0
CI1184X,CI3406X,90000.0
CI1184X,CI3449X,25200.0
CI1184X,CI3459X,90000.0
CI1184X,CI3462X,90000.0
CI1184X,CI3464X,90000.0
CI1184X,CI3465X,90000.0
CI1184X,CI3498X,90000.0
CI1184X,CI3499X,90000.0
CI1184X,CI3509X,90000.0
CI1184X,CI3512X,90000.0
CI1184X,CI3526X,90000.0
CI1184X,CI3540X,90000.0
CI1184X,CI3557X,90000.0
CI1184X,CI3560X,90000.0
CI1184X,CI3569X,90000.0
CI1184X,CI3581X,90000.0
CI1184X,CI501X,90000.0
CI1184X,CI69X,90000.0
CI1184X,CI765X,90000.0
CI1184X,FT150X,90000.0
CI1184X,PJ3531X,90000.0
CI1184X,PJ564X,90000.0
CI1185X,1,7200.0
CI1185X,CI1004X,90000.0
CI1185X,CI100X,3600.0
CI1185X,CI1074X,90000.0
CI1185X,CI1226X,90000.0
CI1185X,CI1277X,90000.0
CI1185X,CI1305X,90000.0
CI1185X,CI1360X,90000.0
CI1185X,CI1385X,90000.0
CI1185X,CI1479X,90000.0
CI1185X,CI1508X,90000.0
CI1185X,CI150X,90000.0
CI1185X,CI15X,90000.0
CI1185X,CI1638X,90000.0
CI1185X,CI170X,90000.0
CI1185X,CI1786X,90000.0
CI1185X,CI193X,90000.0
CI1185X,CI1X,3600.0
CI1185X,CI2,90000.0
CI1185X,CI2056X,90000.0
CI1185X,CI206X,90000.0
CI1185X,CI2124X,90000.0
CI1185X,CI2150X,90000.0
CI1185X,CI226X,90000.0
CI1185X,CI2274X,90000.0
CI1185X,CI227X,90000.0
CI1185X,CI2313X,90000.0
CI1185X,CI248X,90000.0
CI1185X,CI266X,90000.0
CI1185X,CI2879X,90000.0
CI1185X,CI2920X,90000.0
CI1185X,CI2994X,90000.0
CI1185X,CI3067X,90000.0
CI1185X,CI3105X,90000.0
CI1185X,CI3126X,90000.0
CI1185X,CI3171X,90000.0
CI1185X,CI3238X,90000.0
CI1185X,CI3330X,90000.0
CI1185X,CI333X,7200.0
CI1185X,CI3367X,90000.0
CI1185X,CI3386X,90000.0
CI1185X,CI3406X,90000.0
CI1185X,CI3449X,25200.0
CI1185X,CI3459X,90000.0
CI1185X,CI3462X,90000.0
CI1185X,CI3464X,90000.0
CI1185X,CI3465X,90000.0
CI1185X,CI3498X,90000.0
CI1185X,CI3499X,90000.0
CI1185X,CI3509X,90000.0
CI1185X,CI3512X,90000.0
CI1185X,CI3526X,90000.0
CI1185X,CI3540X,90000.0
CI1185X,CI3557X,90000.0
CI1185X,CI3560X,90000.0
CI1185X,CI3569X,90000.0
CI1185X,CI3581X,90000.0
CI1185X,CI501X,90000.0
CI1185X,CI69X,90000.0
CI1185X,CI765X,90000.0
CI1185X,FT150X,90000.0
CI1185X,PJ3531X,90000.0
CI1185X,PJ564X,90000.0
CI1190X,1,7200.0
CI1190X,CI1004X,90000.0
CI1190X,CI100X,3600.0
CI1190X,CI1074X,90000.0
CI1190X,CI1226X,90000.0
CI1190X,CI1277X,90000.0
CI1190X,CI1305X,90000.0
CI1190X,CI1360X,90000.0
CI1190X,CI1385X,90000.0
CI1190X,CI1479X,90000.0
CI1190X,CI1508X,90000.0
CI1190X,CI150X,90000.0
CI1190X,CI15X,90000.0
CI1190X,CI1638X,90000.0
CI1190X,CI170X,90000.0
CI1190X,CI1786X,90000.0
CI1190X,CI193X,90000.0
CI1190X,CI1X,3600.0
CI1190X,CI2,90000.0
CI1190X,CI2056X,90000.0
CI1190X,CI206X,90000.0
CI1190X,CI2124X,90000.0
CI1190X,CI2150X,90000.0
CI1190X,CI226X,90000.0
CI1190X,CI2274X,90000.0
CI1190X,CI227X,90000.0
CI1190X,CI2313X,90000.0
CI1190X,CI248X,90000.0
CI1190X,CI266X,90000.0
CI1190X,CI2879X,90000.0
CI1190X,CI2920X,90000.0
CI1190X,CI2994X,90000.0
CI1190X,CI3067X,90000.0
CI1190X,CI3105X,90000.0
CI1190X,CI3126X,90000.0
CI1190X,CI3171X,90000.0
CI1190X,CI3238X,90000.0
CI1190X,CI3330X,90000.0
CI1190X,CI333X,7200.0
CI1190X,CI3367X,90000.0
CI1190X,CI3386X,90000.0
CI1190X,CI3406X,90000.0
CI1190X,CI3449X,21600.0
CI1190X,CI3459X,90000.0
CI1190X,CI3462X,90000.0
CI1190X,CI3464X,90000.0
CI1190X,CI3465X,90000.0
CI1190X,CI3498X,90000.0
CI1190X,CI3499X,90000.0
CI1190X,CI3509X,90000.0
CI1190X,CI3512X,90000.0
CI1190X,CI3526X,90000.0
CI1190X,CI3540X,90000.0
CI1190X,CI3557X,90000.0
CI1190X,CI3560X,90000.0
CI1190X,CI3569X,90000.0
CI1190X,CI3581X,90000.0
CI1190X,CI501X,90000.0
CI1190X,CI69X,90000.0
CI1190X,CI765X,90000.0
CI1190X,FT150X,90000.0
CI1190X,PJ3531X,90000.0
CI1190X,PJ564X,90000.0
CI1192X,1,7200.0
CI1192X,CI1004X,90000.0
CI1192X,CI100X,3600.0
CI1192X,CI1074X,90000.0
CI1192X,CI1226X,90000.0
CI1192X,CI1277X,90000.0
CI1192X,CI1305X,90000.0
CI1192X,CI1360X,90000.0
CI1192X,CI1385X,90000.0
CI1192X,CI1479X,90000.0
CI1192X,CI1508X,90000.0
CI1192X,CI150X,90000.0
CI1192X,CI15X,90000.0
CI1192X,CI1638X,90000.0
CI1192X,CI170X,90000.0
CI1192X,CI1786X,90000.0
CI1192X,CI193X,90000.0
CI1192X,CI1X,3600.0
CI1192X,CI2,90000.0
CI1192X,CI2056X,90000.0
CI1192X,CI206X,90000.0
CI1192X,CI2124X,90000.0
CI1192X,CI2150X,90000.0
CI1192X,CI226X,90000.0
CI1192X,CI2274X,90000.0
CI1192X,CI227X,90000.0
CI1192X,CI2313X,90000.0
CI1192X,CI248X,90000.0
CI1192X,CI266X,90000.0
CI1192X,CI2879X,90000.0
CI1192X,CI2920X,90000.0
CI1192X,CI2994X,90000.0
CI1192X,CI3067X,90000.0
CI1192X,CI3105X,90000.0
CI1192X,CI3126X,90000.0
CI1192X,CI3171X,90000.0
CI1192X,CI3238X,90000.0
CI1192X,CI3330X,90000.0
CI1192X,CI333X,7200.0
CI1192X,CI3367X,90000.0
CI1192X,CI3386X,90000.0
CI1192X,CI3406X,90000.0
CI1192X,CI3449X,21600.0
CI1192X,CI3459X,90000.0
CI1192X,CI3462X,90000.0
CI1192X,CI3464X,90000.0
CI1192X,CI3465X,90000.0
CI1192X,CI3498X,90000.0
CI1192X,CI3499X,90000.0
CI1192X,CI3509X,90000.0
CI1192X,CI3512X,90000.0
CI1192X,CI3526X,90000.0
CI1192X,CI3540X,90000.0
CI1192X,CI3557X,90000.0
CI1192X,CI3560X,90000.0
CI1192X,CI3569X,90000.0
CI1192X,CI3581X,90000.0
CI1192X,CI501X,90000.0
CI1192X,CI69X,90000.0
CI1192X,CI765X,90000.0
CI1192X,FT150X,90000.0
CI1192X,PJ3531X,90000.0
CI1192X,PJ564X,90000.0
CI1196X,1,7200.0
CI1196X,CI1004X,90000.0
CI1196X,CI100X,3600.0
CI1196X,CI1074X,90000.0
CI1196X,CI1226X,90000.0
CI1196X,CI1277X,90000.0
CI1196X,CI1305X,90000.0
CI1196X,CI1360X,90000.0
CI1196X,CI1385X,90000.0
CI1196X,CI1479X,90000.0
CI1196X,CI1508X,90000.0
CI1196X,CI150X,90000.0
CI1196X,CI15X,90000.0
CI1196X,CI1638X,90000.0
CI1196X,CI170X,90000.0
CI1196X,CI1786X,90000.0
CI1196X,CI193X,90000.0
CI1196X,CI1X,3600.0
CI1196X,CI2,90000.0
CI1196X,CI2056X,90000.0
CI1196X,CI206X,90000.0
CI1196X,CI2124X,90000.0
CI1196X,CI2150X,90000.0
CI1196X,CI226X,90000.0
CI1196X,CI2274X,90000.0
CI1196X,CI227X,90000.0
CI1196X,CI2313X,90000.0
CI1196X,CI248X,90000.0
CI1196X,CI266X,90000.0
CI1196X,CI2879X,90000.0
CI1196X,CI2920X,90000.0
CI1196X,CI2994X,90000.0
CI1196X,CI3067X,90000.0
CI1196X,CI3105X,90000.0
CI1196X,CI3126X,90000.0
CI1196X,CI3171X,90000.0
CI1196X,CI3238X,90000.0
CI1196X,CI3330X,90000.0
CI1196X,CI333X,7200.0
CI1196X,CI3367X,90000.0
CI1196X,CI3386X,90000.0
CI1196X,CI3406X,90000.0
CI1196X,CI3449X,21600.0
CI1196X,CI3459X,90000.0
CI1196X,CI3462X,90000.0
CI1196X,CI3464X,90000.0
CI1196X,CI3465X,90000.0
CI1196X,CI3498X,90000.0
CI1196X,CI3499X,90000.0
CI1196X,CI3509X,90000.0
CI1196X,CI3512X,90000.0
CI1196X,CI3526X,90000.0
CI1196X,CI3540X,90000.0
CI1196X,CI3557X,90000.0
CI1196X,CI3560X,90000.0
CI1196X,CI3569X,90000.0
CI1196X,CI3581X,90000.0
CI1196X,CI501X,90000.0
CI1196X,CI69X,90000.0
CI1196X,CI765X,90000.0
CI1196X,FT150X,90000.0
CI1196X,PJ3531X,90000.0
CI1196X,PJ564X,90000.0
CI1198X,1,7200.0
CI1198X,CI1004X,90000.0
CI1198X,CI100X,3600.0
CI1198X,CI1074X,90000.0
CI1198X,CI1226X,90000.0
CI1198X,CI1277X,90000.0
CI1198X,CI1305X,90000.0
CI1198X,CI1360X,90000.0
CI1198X,CI1385X,90000.0
CI1198X,CI1479X,90000.0
CI1198X,CI1508X,90000.0
CI1198X,CI150X,90000.0
CI1198X,CI15X,90000.0
CI1198X,CI1638X,90000.0
CI1198X,CI170X,90000.0
CI1198X,CI1786X,90000.0
CI1198X,CI193X,90000.0
CI1198X,CI1X,3600.0
CI1198X,CI2,90000.0
CI1198X,CI2056X,90000.0
CI1198X,CI206X,90000.0
CI1198X,CI2124X,90000.0
CI1198X,CI2150X,90000.0
CI1198X,CI226X,90000.0
CI1198X,CI2274X,90000.0
CI1198X,CI227X,90000.0
CI1198X,CI2313X,90000.0
CI1198X,CI248X,90000.0
CI1198X,CI266X,90000.0
CI1198X,CI2879X,90000.0
CI1198X,CI2920X,90000.0
CI1198X,CI2994X,90000.0
CI1198X,CI3067X,90000.0
CI1198X,CI3105X,90000.0
CI1198X,CI3126X,90000.0
CI1198X,CI3171X,90000.0
CI1198X,CI3238X,90000.0
CI1198X,CI3330X,90000.0
CI1198X,CI333X,7200.0
CI1198X,CI3367X,90000.0
CI1198X,CI3386X,90000.0
CI1198X,CI3406X,90000.0
CI1198X,CI3449X,21600.0
CI1198X,CI3459X,90000.0
CI1198X,CI3462X,90000.0
CI1198X,CI3464X,90000.0
CI1198X,CI3465X,90000.0
CI1198X,CI3498X,90000.0
CI1198X,CI3499X,90000.0
CI1198X,CI3509X,90000.0
CI1198X,CI3512X,90000.0
CI1198X,CI3526X,90000.0
CI1198X,CI3540X,90000.0
CI1198X,CI3557X,90000.0
CI1198X,CI3560X,90000.0
CI1198X,CI3569X,90000.0
CI1198X,CI3581X,90000.0
CI1198X,CI501X,90000.0
CI1198X,CI69X,90000.0
CI1198X,CI765X,90000.0
CI1198X,FT150X,90000.0
CI1198X,PJ3531X,90000.0
CI1198X,PJ564X,90000.0
CI1209X,1,7200.0
CI1209X,CI1004X,90000.0
CI1209X,CI100X,3600.0
CI1209X,CI1074X,90000.0
CI1209X,CI1226X,90000.0
CI1209X,CI1277X,90000.0
CI1209X,CI1305X,90000.0
CI1209X,CI1360X,90000.0
CI1209X,CI1385X,90000.0
CI1209X,CI1479X,90000.0
CI1209X,CI1508X,90000.0
CI1209X,CI150X,90000.0
CI1209X,CI15X,90000.0
CI1209X,CI1638X,90000.0
CI1209X,CI170X,90000.0
CI1209X,CI1786X,90000.0
CI1209X,CI193X,90000.0
CI1209X,CI1X,3600.0
CI1209X,CI2,90000.0
CI1209X,CI2056X,90000.0
CI1209X,CI206X,90000.0
CI1209X,CI2124X,90000.0
CI1209X,CI2150X,90000.0
CI1209X,CI226X,90000.0
CI1209X,CI2274X,90000.0
CI1209X,CI227X,90000.0
CI1209X,CI2313X,90000.0
CI1209X,CI248X,90000.0
CI1209X,CI266X,90000.0
CI1209X,CI2879X,90000.0
CI1209X,CI2920X,90000.0
CI1209X,CI2994X,90000.0
CI1209X,CI3067X,90000.0
CI1209X,CI3105X,90000.0
CI1209X,CI3126X,90000.0
CI1209X,CI3171X,90000.0
CI1209X,CI3238X,90000.0
CI1209X,CI3330X,90000.0
CI1209X,CI333X,7200.0
CI1209X,CI3367X,90000.0
CI1209X,CI3386X,90000.0
CI1209X,CI3406X,90000.0
CI1209X,CI3449X,21600.0
CI1209X,CI3459X,90000.0
CI1209X,CI3462X,90000.0
CI1209X,CI3464X,90000.0
CI1209X,CI3465X,90000.0
CI1209X,CI3498X,90000.0
CI1209X,CI3499X,90000.0
CI1209X,CI3509X,90000.0
CI1209X,CI3512X,90000.0
CI1209X,CI3526X,90000.0
CI1209X,CI3540X,90000.0
CI1209X,CI3557X,90000.0
CI1209X,CI3560X,90000.0
CI1209X,CI3569X,90000.0
CI1209X,CI3581X,90000.0
CI1209X,CI501X,90000.0
CI1209X,CI69X,90000.0
CI1209X,CI765X,90000.0
CI1209X,FT150X,90000.0
CI1209X,PJ3531X,90000.0
CI1209X,PJ564X,90000.0
CI1226X,1,10800.0
CI1226X,CI1004X,90000.0
CI1226X,CI100X,7200.0
CI1226X,CI1074X,90000.0
CI1226X,CI1226X,0.0
CI1226X,CI1277X,90000.0
CI1226X,CI1305X,90000.0
CI1226X,CI1360X,90000.0
CI1226X,CI1385X,90000.0
CI1226X,CI1479X,90000.0
CI1226X,CI1508X,90000.0
CI1226X,CI150X,90000.0
CI1226X,CI15X,90000.0
CI1226X,CI1638X,90000.0
CI1226X,CI170X,90000.0
CI1226X,CI1786X,90000.0
CI1226X,CI193X,90000.0
CI1226X,CI1X,10800.0
CI1226X,CI2,90000.0
CI1226X,CI2056X,90000.0
CI1226X,CI206X,90000.0
CI1226X,CI2124X,90000.0
CI1226X,CI2150X,90000.0
CI1226X,CI226X,90000.0
CI1226X,CI2274X,90000.0
CI1226X,CI227X,90000.0
CI1226X,CI2313X,90000.0
CI1226X,CI248X,90000.0
CI1226X,CI266X,90000.0
CI1226X,CI2879X,90000.0
CI1226X,CI2920X,90000.0
CI1226X,CI2994X,90000.0
CI1226X,CI3067X,90000.0
CI1226X,CI3105X,90000.0
CI1226X,CI3126X,90000.0
CI1226X,CI3171X,90000.0
CI1226X,CI3238X,90000.0
CI1226X,CI3330X,90000.0
CI1226X,CI333X,14400.0
CI1226X,CI3367X,90000.0
CI1226X,CI3386X,90000.0
CI1226X,CI3406X,90000.0
CI1226X,CI3449X,25200.0
CI1226X,CI3459X,90000.0
CI1226X,CI3462X,90000.0
CI1226X,CI3464X,90000.0
CI1226X,CI3465X,90000.0
CI1226X,CI3498X,90000.0
CI1226X,CI3499X,90000.0
CI1226X,CI3509X,90000.0
CI1226X,CI3512X,90000.0
CI1226X,CI3526X,90000.0
CI1226X,CI3540X,90000.0
CI1226X,CI3557X,90000.0
CI1226X,CI3560X,90000.0
CI1226X,CI3569X,90000.0
CI1226X,CI3581X,90000.0
CI1226X,CI501X,90000.0
CI1226X,CI69X,90000.0
CI1226X,CI765X,90000.0
CI1226X,FT150X,90000.0
CI1226X,PJ3531X,90000.0
